観測所番号 府県番号 地点コード 観測所名 経度 緯度
91021 91 901 奥 128.2717 26.8350
91046 91 1586 国頭 128.1783 26.7283
91066 91 1373 本部 127.8983 26.6850
91081 91 1374 東 128.1533 26.6317
91096 91 1515 粟国 127.2400 26.5917
91107 91 47940 名護 127.9650 26.5933
91121 91 906 読谷 127.7417 26.4050
91141 91 1534 北原 126.7133 26.3633
91146 91 47929 久米島 126.8033 26.3367
91161 91 907 胡屋 127.8050 26.3267
91166 91 1596 宮城島 127.9733 26.3633
91181 91 1152 渡嘉敷 127.3633 26.2100
91197 91 47936 那覇 127.6850 26.2067
91216 91 1516 慶良間 127.2933 26.1683
91236 91 1482 安次嶺 127.6450 26.1950
91241 91 909 糸数 127.7650 26.1533
92006 91 1517 北大東 131.3267 25.9433
92011 91 47945 南大東 131.2267 25.8283
92012 91 1518 旧東 131.2633 25.8467
93012 91 1490 下地 125.1433 24.8267
93041 91 47927 宮古島 125.2767 24.7933
93042 91 1483 鏡原 125.2950 24.7817
93051 91 1248 城辺 125.4100 24.7433
93062 91 1491 仲筋 124.6750 24.6533
94001 91 1145 伊原間 124.2800 24.5083
94011 91 1493 所野 122.9767 24.4667
94017 91 47912 与那国島 123.0100 24.4667
94036 91 1250 川平 124.1400 24.4667
94062 91 47917 西表島 123.7650 24.4267
94081 91 47918 石垣島 124.1633 24.3367
94082 91 1484 真栄里 124.1867 24.3433
94101 91 1251 大原 123.8717 24.2650
94116 91 1354 波照間 123.7683 24.0550
94121 91 1494 志多阿原 123.8033 24.0583
11900 11 1285 浜鬼志別 142.1700 45.3350
11903 11 47401 稚内 141.6783 45.4150
11904 11 1528 声問 141.8000 45.4033
11905 11 1203 沼川 141.8517 45.2483
11910 11 1054 豊富 141.7650 45.1067
11915 11 1051 中頓別 142.2800 44.9650
11917 11 47402 北見枝幸 142.5850 44.9400
11920 11 5 歌登 142.4800 44.8400
12900 12 6 美深 142.3417 44.4800
12905 12 1197 音威子府 142.2650 44.7267
12910 12 8 名寄 142.4567 44.3700
12915 12 1055 和寒 142.4100 44.0283
12920 12 15 上川 142.7533 43.8467
12925 12 10 下川 142.6233 44.3017
12927 12 47407 旭川 142.3717 43.7567
12930 12 1049 層雲峡 142.9300 43.7533
12932 12 1458 東神楽 142.4467 43.6700
12935 12 1052 美瑛 142.4933 43.5883
12940 12 21 富良野 142.4000 43.3333
12945 12 1188 幾寅 142.5683 43.1683
12950 12 1189 占冠 142.3950 42.9783
15900 12 1279 朱鞠内 142.1617 44.2817
15905 12 1053 幌加内 142.1600 44.0100
13900 13 24 天塩 141.7617 44.8933
13905 13 1216 初山別 141.7700 44.5233
13907 13 47404 羽幌 141.7000 44.3633
13910 13 1112 古丹別 141.7217 44.2650
13915 13 47406 留萌 141.6317 43.9450
13920 13 1218 幌糠 141.7583 43.8550
14900 14 1194 厚田 141.4367 43.3983
14905 14 1085 石狩 141.3700 43.1933
14910 14 30 新篠津 141.6450 43.2200
14913 14 47412 札幌 141.3283 43.0600
14915 14 34 小金湯 141.2183 42.9650
14920 14 35 恵庭島松 141.5650 42.9250
14923 14 1459 千歳 141.6917 42.7750
15910 15 39 深川 142.0733 43.7183
15915 15 43 芦別 142.1900 43.5167
15920 15 44 美唄 141.8267 43.3633
15923 15 47413 岩見沢 141.7850 43.2117
15925 15 49 夕張 141.9567 43.0383
15930 15 41 滝川 141.9383 43.5700
16900 16 1091 赤井川 140.8200 43.0833
16903 16 47411 小樽 141.0167 43.1817
16905 16 52 余市 140.7583 43.1817
16910 16 54 共和 140.6033 42.9800
16915 16 55 蘭越 140.5417 42.8100
16917 16 47433 倶知安 140.7567 42.9000
16918 16 47421 寿都 140.2233 42.7950
16920 16 60 喜茂別 140.9483 42.7933
16925 16 61 黒松内 140.3100 42.6633
17900 17 1073 西興部 142.9367 44.3317
17903 17 47405 雄武 142.9633 44.5800
17904 17 47435 紋別 143.3550 44.3450
17905 17 66 滝上 143.0600 44.1767
17910 17 69 遠軽 143.5400 44.0533
17915 17 70 佐呂間 143.7233 43.9850
17917 17 47409 網走 144.2783 44.0167
17925 17 74 北見 143.8750 43.8100
17930 17 77 留辺蘂 143.4500 43.7417
17935 17 981 宇登呂 144.9817 44.0517
17940 17 76 斜里 144.7000 43.8833
17950 17 82 津別 144.0333 43.7017
17955 17 1092 白滝 143.1533 43.8650
17960 17 1487 紋別小向 143.4033 44.3033
17965 17 1460 女満別 144.1633 43.8800
18910 18 86 中標津 144.9783 43.5433
18915 18 88 別海 145.1183 43.3817
18917 18 47420 根室 145.5850 43.3300
18920 18 1196 厚床 145.2583 43.2317
18925 18 84 羅臼 145.1867 44.0233
18930 18 1489 根室中標津 144.9600 43.5767
19900 19 90 川湯 144.4567 43.6167
19910 19 91 阿寒湖畔 144.0850 43.4367
19915 19 93 標茶 144.5867 43.2917
19920 19 1186 鶴居 144.3250 43.2317
19925 19 95 中徹別 144.1417 43.1983
19930 19 1192 太田 144.7783 43.0900
19935 19 1461 鶴丘 144.1917 43.0400
19940 19 98 白糠 144.0617 42.9700
19950 19 47418 釧路 144.3767 42.9850
20900 20 101 陸別 143.7383 43.4683
20910 20 103 ぬかびら源泉郷 143.1917 43.3667
20920 20 107 上士幌 143.3033 43.2350
20930 20 113 新得 142.8400 43.0767
20935 20 112 本別 143.6000 43.1317
20940 20 115 芽室 143.0433 42.9000
20943 20 47417 帯広 143.2117 42.9217
20945 20 118 浦幌 143.6567 42.8083
20950 20 1210 上札内 143.0967 42.6417
20955 20 1510 帯広泉 143.2167 42.7333
20960 20 121 大樹 143.2750 42.5000
20965 20 47440 広尾 143.3150 42.2933
21900 21 123 安平 141.8283 42.8133
21905 21 125 穂別 142.1433 42.7617
21910 21 1067 大滝 141.0783 42.6700
21913 21 47424 苫小牧 141.5467 42.6233
21915 21 128 大岸 140.6433 42.5900
21920 21 130 白老 141.3517 42.5433
21925 21 134 登別 141.1183 42.4583
21930 21 47423 室蘭 140.9750 42.3117
22900 22 1202 日高 142.4417 42.8767
22906 22 1430 旭 142.3933 42.6283
22910 22 1288 中杵臼 142.9483 42.2233
22913 22 47426 浦河 142.7767 42.1617
22915 22 1276 目黒 143.3133 42.1267
22920 22 140 静内 142.3617 42.3433
23900 23 143 長万部 140.3817 42.5233
23905 23 144 八雲 140.2717 42.2517
23910 23 146 大沼 140.7150 41.9767
23915 23 47430 函館 140.7533 41.8167
23920 23 1265 千軒 140.2717 41.5583
23925 23 145 森 140.5883 42.0667
23930 23 1462 高松 140.8217 41.7700
24905 23 155 熊石 139.9850 42.1283
24900 24 154 今金 140.0083 42.4283
24910 24 1200 鶉 140.3117 41.9300
24915 24 47428 江差 140.1233 41.8667
31900 31 1041 大間 140.9117 41.5267
31903 31 47576 むつ 141.2100 41.2833
31905 31 1026 今別 140.4817 41.1800
31910 31 164 五所川原 140.4583 40.8083
31913 31 47575 青森 140.7683 40.8217
31916 31 162 野辺地 141.1600 40.8850
31920 31 166 弘前 140.4550 40.6117
31923 31 47574 深浦 139.9317 40.6450
31925 31 1079 酸ケ湯 140.8483 40.6483
31935 31 175 碇ケ関 140.6200 40.4817
31940 31 1124 脇野沢 140.8217 41.1450
31945 31 163 鰺ケ沢 140.2050 40.7767
31950 31 172 十和田 141.2467 40.5950
31953 31 47581 八戸 141.5217 40.5267
31955 31 179 三戸 141.2567 40.3833
32900 32 183 能代 140.0317 40.1983
32905 32 184 鷹巣 140.3717 40.2267
32910 32 185 鹿角 140.7867 40.2150
32915 32 188 五城目 140.1150 39.9383
32920 32 1131 阿仁合 140.4033 39.9933
32927 32 47582 秋田 140.0983 39.7167
32930 32 193 角館 140.5567 39.6033
32935 32 1050 大正寺 140.2333 39.5267
32940 32 196 本荘 140.0550 39.3600
32945 32 198 横手 140.5550 39.3200
32950 32 200 矢島 140.1367 39.2350
32955 32 204 湯の岱 140.5283 38.9600
32960 32 202 湯沢 140.4633 39.1867
33905 33 207 二戸 141.2983 40.2967
33910 33 214 岩手松尾 141.0650 39.9517
33915 33 1215 奥中山 141.2250 40.0600
33920 33 211 葛巻 141.4367 40.0383
33925 33 221 雫石 140.9750 39.6967
33927 33 47584 盛岡 141.1650 39.6983
33930 33 231 遠野 141.5383 39.3367
33933 33 47585 宮古 141.9650 39.6467
33935 33 229 湯田 140.7767 39.3100
33940 33 230 北上 141.1100 39.2883
33945 33 1028 祭畤 140.8650 39.0100
33947 33 47512 大船渡 141.7133 39.0633
33950 33 238 一関 141.1250 38.9333
33955 33 1447 区界 141.3533 39.6500
33960 33 209 久慈 141.7750 40.1883
33965 33 218 岩泉 141.7967 39.8467
34900 34 243 川渡 140.7600 38.7433
34906 34 1126 駒ノ湯 140.8283 38.9133
34910 34 247 古川 140.9117 38.5983
34913 34 47592 石巻 141.2983 38.4267
34915 34 251 新川 140.6367 38.3033
34917 34 47590 仙台 140.8967 38.2617
34920 34 256 白石 140.6117 38.0150
35900 35 262 金山 140.3317 38.8783
35905 35 264 狩川 139.9733 38.8000
35907 35 47520 新庄 140.3117 38.7567
35910 35 268 櫛引 139.8483 38.6717
35915 35 1039 尾花沢 140.4117 38.6083
35920 35 1125 肘折 140.1633 38.6067
35925 35 1292 大井沢 139.9933 38.3900
35927 35 47588 山形 140.3450 38.2550
35930 35 275 長井 140.0150 38.1050
35935 35 277 小国 139.7350 38.0783
35940 35 279 米沢 140.1433 37.9117
35945 35 272 左沢 140.1917 38.3700
35950 35 910 向町 140.5167 38.7583
35955 35 47587 酒田 139.8433 38.9083
36905 36 1031 西会津 139.6567 37.5883
36910 36 290 猪苗代 140.1217 37.5550
36915 36 297 只見 139.3133 37.3433
36921 36 1044 金山 139.5283 37.4733
36923 36 47570 若松 139.9100 37.4883
36925 36 301 南郷 139.5367 37.2650
36935 36 303 田島 139.7950 37.2067
36937 36 47597 白河 140.2150 37.1317
36940 36 1295 桧枝岐 139.3867 37.0233
36945 36 1294 湯本 140.0633 37.2767
36950 36 1293 茂庭 140.4367 37.8917
36955 36 47595 福島 140.4700 37.7583
40900 40 47629 水戸 140.4667 36.3800
41900 41 326 那須 140.0350 37.1233
41905 41 1221 土呂部 139.5683 36.8933
41910 41 47690 奥日光 139.5000 36.7383
41915 41 47615 宇都宮 139.8683 36.5483
42900 42 1222 藤原 139.0583 36.8633
42905 42 1019 みなかみ 138.9917 36.8000
42910 42 343 草津 138.5917 36.6167
42915 42 47624 前橋 139.0600 36.4050
43900 43 47641 秩父 139.0733 35.9900
43905 43 47626 熊谷 139.3800 36.1500
44900 44 47662 東京 139.7600 35.6900
45900 45 47648 銚子 140.8567 35.7383
45905 45 47682 千葉 140.1033 35.6017
46900 46 47670 横浜 139.6517 35.4383
48938 48 47622 軽井沢 138.5467 36.3417
48900 48 393 野沢温泉 138.4417 36.9117
48905 48 394 信濃町 138.1983 36.8083
48910 48 395 飯山 138.3750 36.8750
48915 48 1411 小谷 137.9300 36.8217
48920 48 396 白馬 137.8617 36.6983
48925 48 47610 長野 138.1917 36.6617
48930 48 399 大町 137.8333 36.5233
48935 48 992 菅平 138.3250 36.5317
48936 48 47618 松本 137.9700 36.2450
48937 48 47620 諏訪 138.1083 36.0450
48940 48 1314 開田高原 137.6017 35.9383
48945 48 47637 飯田 137.8217 35.5233
49900 49 47638 甲府 138.5533 35.6667
49905 49 47640 河口湖 138.7600 35.5000
51900 51 47636 名古屋 136.9650 35.1667
52900 52 1308 河合 137.1000 36.3050
52905 52 473 神岡 137.3083 36.3217
52910 52 1306 白川 136.8967 36.2733
52913 52 47617 高山 137.2533 36.1550
52915 52 1299 長滝 136.8317 35.9250
52920 52 486 樽見 136.6033 35.6383
52935 52 495 関ケ原 136.4667 35.3633
52940 52 47632 岐阜 136.7617 35.4000
54900 54 47602 相川 138.2400 38.0283
54905 54 1060 下関 139.5633 38.0917
54907 54 47604 新潟 139.0467 37.9117
54910 54 521 新津 139.0867 37.7917
54915 54 527 津川 139.4467 37.6717
54920 54 529 長岡 138.8233 37.4500
54925 54 532 柏崎 138.5533 37.3517
54930 54 997 入広瀬 139.0717 37.3567
54935 54 534 小出 138.9617 37.2383
54937 54 47612 高田 138.2467 37.1067
54940 54 536 安塚 138.4567 37.1067
54945 54 537 十日町 138.7267 37.1433
54950 54 540 能生 138.0233 37.0833
54955 54 998 関山 138.2217 36.9333
54960 54 544 湯沢 138.8100 36.9417
54965 54 543 津南 138.6833 36.9967
55900 55 546 泊 137.5517 36.9517
55905 55 547 魚津 137.4283 36.8217
55907 55 47606 伏木 137.0550 36.7917
55908 55 47607 富山 137.2017 36.7083
55910 55 552 砺波 136.9550 36.6100
55915 55 1309 氷見 136.9600 36.8650
55920 55 1455 猪谷 137.2367 36.4733
56900 56 560 珠洲 137.2867 37.4467
56903 56 47600 輪島 136.8950 37.3917
56905 56 565 七尾 136.9917 37.0300
56907 56 47605 金沢 136.6333 36.5883
56910 56 973 白山吉野 136.6133 36.3617
56915 56 571 栢野 136.3583 36.2250
57900 57 1382 九頭竜 136.6700 35.9050
57903 57 47616 福井 136.2217 36.0550
57905 57 573 大野 136.4967 35.9717
57910 57 577 今庄 136.2000 35.7667
57913 57 47631 敦賀 136.0617 35.6533
57915 57 579 小浜 135.7817 35.4833
57920 57 1565 武生 136.1750 35.9067
60900 60 1087 柳ケ瀬 136.1883 35.5817
60905 60 580 今津 136.0283 35.4117
60911 60 1524 米原 136.3433 35.3833
60915 60 47761 彦根 136.2433 35.2750
61900 61 588 峰山 135.0717 35.6183
61905 61 47750 舞鶴 135.3167 35.4500
61910 61 1303 美山 135.5500 35.2750
61915 61 47759 京都 135.7317 35.0150
62900 62 47772 大阪 135.5183 34.6817
63900 63 607 香住 134.6267 35.6250
63905 63 47747 豊岡 134.8217 35.5350
63911 63 977 兎和野高原 134.5833 35.4317
63915 63 612 和田山 134.8483 35.3233
66900 66 1328 上長田 133.7250 35.2967
66910 66 1330 千屋 133.4350 35.1033
66915 66 655 今岡 134.3250 35.0983
66920 66 47756 津山 134.0083 35.0633
67900 67 947 高野 132.9017 35.0333
67905 67 1262 八幡 132.1733 34.7083
67910 67 676 大朝 132.4633 34.7683
68900 68 699 横田 133.1033 35.1733
68905 68 1320 赤名 132.7117 35.0017
68910 68 1094 瑞穂 132.5300 34.8533
68915 68 1321 弥栄 132.1083 34.7767
68955 68 47740 西郷 133.3333 36.2033
68960 68 47741 松江 133.0650 35.4567
69900 69 713 倉吉 133.8383 35.4733
69905 69 716 大山 133.5367 35.3933
69910 69 47742 境 133.2350 35.5433
69915 69 718 智頭 134.2400 35.2633
69930 69 47744 米子 133.3383 35.4333
69940 69 47746 鳥取 134.2383 35.4867
81900 81 47784 山口 131.4533 34.1600
82900 82 47807 福岡 130.3750 33.5817
86900 86 47821 阿蘇山 131.0733 32.8800
     
